model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
UMass-MechBayes,inc death,2,Overall,34,15,7,11,0.59,48,0.63,0.52,0.92,0.13,32,662,Overall
USC-SIkJalpha,inc death,5,Overall,86,28,12,45,NA,112,NA,0.35,0.5,0.2,32,664,Overall
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,Overall,24,12,5,6,0.44,33,0.46,0.65,0.96,0.16,32,622,Overall
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,Overall,24,11,7,6,0.43,34,0.47,0.63,0.96,0.09,32,622,Overall
LANL-GrowthRate,inc death,6,Overall,74,22,27,25,NA,113,NA,0.32,0.72,0.18,32,601,Overall
UMass-MechBayes,inc death,3,Overall,44,20,8,16,0.56,65,0.6,0.49,0.91,0.13,32,629,Overall
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,Overall,32,16,5,11,0.43,46,0.45,0.6,0.94,0.23,32,589,Overall
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,Overall,23,11,4,7,0.44,33,0.47,0.65,0.96,0.17,32,590,Overall
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,Overall,30,13,8,9,0.4,45,0.44,0.57,0.94,0.12,32,589,Overall
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,Overall,23,10,6,6,0.44,33,0.47,0.63,0.95,0.1,32,590,Overall
UMass-MechBayes,inc death,4,Overall,64,27,10,27,0.64,92,0.66,0.5,0.88,0.14,32,596,Overall
epiforecasts-EpiExpert_Rt,inc death,1,Overall,58,24,15,19,1.04,86,1.17,0.4,0.83,0.17,19,99,Overall
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,Overall,44,21,6,18,0.47,66,0.5,0.58,0.91,0.28,32,556,Overall
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,Overall,38,15,9,13,0.4,55,0.43,0.55,0.92,0.14,32,556,Overall
epiforecasts-EpiExpert_Rt,inc death,2,Overall,76,25,20,31,0.78,111,0.81,0.36,0.68,0.26,19,95,Overall
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,Overall,30,13,5,12,0.44,44,0.48,0.6,0.93,0.23,32,525,Overall
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,Overall,29,10,8,11,0.43,44,0.48,0.56,0.93,0.13,32,525,Overall
MUNI-ARIMA,inc death,1,Overall,19,8,5,7,0.73,29,0.82,0.61,0.95,0.04,32,539,Overall
epiforecasts-EpiExpert_Rt,inc death,3,Overall,95,28,19,49,0.69,144,0.73,0.18,0.64,0.38,19,92,Overall
MUNI-ARIMA,inc death,2,Overall,29,13,5,11,0.69,43,0.77,0.63,0.96,0.06,32,506,Overall
epiforecasts-EpiExpert_Rt,inc death,4,Overall,119,31,16,71,0.7,174,0.71,0.18,0.58,0.42,19,88,Overall
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,4,Overall,36,15,7,14,0.47,52,0.49,0.59,0.88,0.24,32,454,Overall
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,4,Overall,33,10,11,11,0.41,47,0.44,0.55,0.89,0.1,32,454,Overall
MUNI-ARIMA,inc death,3,Overall,37,17,8,12,0.69,54,0.79,0.64,0.95,0.03,32,442,Overall
MUNI-ARIMA,inc death,4,Overall,45,22,9,14,0.69,66,0.77,0.65,0.95,0.03,32,410,Overall
EuroCOVIDhub-baseline,inc case,1,PL,9257,974,3120,5163,1,12148,1,0.48,0.88,0.16,1,25,Poland
EuroCOVIDhub-ensemble,inc case,1,PL,5062,2141,282,2639,0.45,7726,0.6,0.64,0.96,0.28,1,25,Poland
EuroCOVIDhub-mean,inc case,1,PL,5002,2112,248,2642,0.46,7695,0.62,0.64,0.96,0.29,1,25,Poland
EuroCOVIDhub-median,inc case,1,PL,4292,1807,225,2260,0.38,6966,0.53,0.72,0.96,0.2,1,25,Poland
IEM_Health-CovidProject,inc case,1,PL,8980,2573,163,6244,0.81,14036,1.14,0.48,0.84,0.27,1,25,Poland
ILM-EKF,inc case,1,PL,4949,1701,364,2884,0.44,7734,0.61,0.6,0.96,-0.06,1,25,Poland
ITWW-county_repro,inc case,1,PL,12447,462,2,11982,0.98,13970,1.04,0.08,0.52,0.81,1,25,Poland
LANL-GrowthRate,inc case,1,PL,3940,2606,696,639,0.33,6084,0.44,0.58,1,-0.32,1,24,Poland
MOCOS-agent1,inc case,1,PL,2807,2029,238,540,0.25,3450,0.29,0.64,0.92,-0.02,1,25,Poland
USC-SIkJalpha,inc case,1,PL,8751,3247,1400,4104,0.78,10806,0.84,0.24,0.48,0.3,1,25,Poland
epiforecasts-EpiExpert,inc case,1,PL,5293,1173,913,3208,0.44,7931,0.59,0.5,0.92,0.2,1,24,Poland
epiforecasts-EpiNow2,inc case,1,PL,3160,1305,350,1505,0.26,5161,0.38,0.56,0.96,-0.03,1,25,Poland
EuroCOVIDhub-baseline,inc case,2,PL,18036,2179,5838,10018,1,23577,1,0.54,0.71,0.21,1,24,Poland
EuroCOVIDhub-ensemble,inc case,2,PL,11247,3271,582,7394,0.43,17676,0.6,0.5,0.83,0.35,1,24,Poland
EuroCOVIDhub-mean,inc case,2,PL,11094,3214,518,7363,0.44,17375,0.61,0.54,0.83,0.36,1,24,Poland
EuroCOVIDhub-median,inc case,2,PL,10426,3012,471,6943,0.38,16102,0.53,0.5,0.88,0.24,1,24,Poland
IEM_Health-CovidProject,inc case,2,PL,20693,4194,721,15778,0.84,30072,1.11,0.29,0.54,0.24,1,24,Poland
ILM-EKF,inc case,2,PL,11541,3756,111,7674,0.37,16191,0.47,0.5,0.96,-0.07,1,24,Poland
ITWW-county_repro,inc case,2,PL,22262,881,1,21380,0.71,24908,0.76,0.21,0.62,0.68,1,24,Poland
LANL-GrowthRate,inc case,2,PL,9185,3513,1169,4503,0.32,14529,0.46,0.57,0.96,-0.18,1,23,Poland
MOCOS-agent1,inc case,2,PL,4565,2634,397,1534,0.21,6506,0.28,0.58,0.92,0.08,1,24,Poland
USC-SIkJalpha,inc case,2,PL,14138,3916,2270,7952,0.62,18571,0.67,0.25,0.38,0.09,1,24,Poland
epiforecasts-EpiExpert,inc case,2,PL,10666,1794,1337,7535,0.39,15193,0.5,0.26,0.78,0.36,1,23,Poland
epiforecasts-EpiNow2,inc case,2,PL,8183,2776,291,5116,0.27,10747,0.33,0.46,0.88,-0.06,1,24,Poland
EuroCOVIDhub-baseline,inc case,3,PL,24357,3284,6452,14621,1,31005,1,0.57,0.74,0.27,1,23,Poland
EuroCOVIDhub-ensemble,inc case,3,PL,19279,4482,628,14169,0.47,28008,0.63,0.35,0.7,0.43,1,23,Poland
EuroCOVIDhub-mean,inc case,3,PL,19070,4397,523,14150,0.48,27507,0.64,0.39,0.7,0.45,1,23,Poland
EuroCOVIDhub-median,inc case,3,PL,17579,3820,645,13114,0.41,25097,0.54,0.39,0.74,0.24,1,23,Poland
IEM_Health-CovidProject,inc case,3,PL,36667,6596,1207,28864,0.95,52324,1.24,0.26,0.43,0.21,1,23,Poland
ILM-EKF,inc case,3,PL,22634,7056,119,15459,0.42,32102,0.58,0.48,0.83,-0.06,1,23,Poland
ITWW-county_repro,inc case,3,PL,37944,1523,3,36418,0.72,42410,0.82,0.22,0.57,0.64,1,23,Poland
LANL-GrowthRate,inc case,3,PL,15420,4472,1487,9461,0.34,25156,0.5,0.36,0.91,-0.03,1,22,Poland
MOCOS-agent1,inc case,3,PL,5708,3168,286,2253,0.19,8179,0.27,0.57,0.78,0.19,1,23,Poland
USC-SIkJalpha,inc case,3,PL,18273,4695,2136,11441,0.56,25565,0.65,0.22,0.43,0.1,1,23,Poland
epiforecasts-EpiExpert,inc case,3,PL,19071,2479,2004,14587,0.5,25520,0.62,0.23,0.68,0.44,1,22,Poland
epiforecasts-EpiNow2,inc case,3,PL,14744,4437,360,9948,0.3,20061,0.4,0.3,0.83,-0.06,1,23,Poland
EuroCOVIDhub-baseline,inc case,4,PL,28380,4212,4557,19611,1,36470,1,0.5,0.77,0.3,1,22,Poland
EuroCOVIDhub-ensemble,inc case,4,PL,27815,6235,322,21259,0.59,39931,0.72,0.32,0.55,0.5,1,22,Poland
EuroCOVIDhub-mean,inc case,4,PL,27529,6109,205,21214,0.59,39136,0.71,0.36,0.55,0.52,1,22,Poland
EuroCOVIDhub-median,inc case,4,PL,23650,4825,646,18180,0.47,33401,0.59,0.27,0.64,0.27,1,22,Poland
IEM_Health-CovidProject,inc case,4,PL,55771,10108,732,44932,1.26,78984,1.51,0.23,0.41,0.2,1,22,Poland
ILM-EKF,inc case,4,PL,38433,12521,144,25768,0.48,55317,0.61,0.36,0.77,-0.04,1,22,Poland
ITWW-county_repro,inc case,4,PL,60713,2514,6,58193,0.86,68121,0.92,0.18,0.5,0.61,1,22,Poland
LANL-GrowthRate,inc case,4,PL,19734,5520,773,13442,0.45,30008,0.58,0.43,0.86,0.17,1,21,Poland
MOCOS-agent1,inc case,4,PL,6693,3644,32,3017,0.18,12455,0.27,0.45,0.82,0.26,1,22,Poland
USC-SIkJalpha,inc case,4,PL,21003,6192,549,14262,0.56,29274,0.59,0.18,0.32,0.13,1,22,Poland
epiforecasts-EpiExpert,inc case,4,PL,25040,3274,1582,20184,0.59,33125,0.67,0.24,0.43,0.52,1,21,Poland
epiforecasts-EpiNow2,inc case,4,PL,21867,5995,250,15622,0.33,30861,0.43,0.36,0.73,-0.05,1,22,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc case,1,PL,3295,1145,2,2148,0.4,5069,0.53,0.81,0.95,0.27,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,1,PL,3155,1135,2,2018,0.38,4695,0.48,0.81,0.95,0.23,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc case,1,PL,3052,1101,13,1939,0.35,4852,0.48,0.67,0.95,0.14,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,1,PL,2976,1096,12,1868,0.34,4627,0.45,0.76,0.95,0.12,1,21,Poland
LANL-GrowthRate,inc case,5,PL,24159,6169,104,17886,NA,35208,NA,0.35,0.75,0.35,1,20,Poland
USC-SIkJalpha,inc case,5,PL,25692,7930,208,17554,NA,34889,NA,0.14,0.24,0.16,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc case,2,PL,5381,1509,6,3866,0.41,8498,0.55,0.65,0.85,0.34,1,20,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc case,2,PL,4344,1384,16,2945,0.32,7448,0.47,0.6,0.95,0.18,1,20,Poland
LANL-GrowthRate,inc case,6,PL,28628,6946,24,21657,NA,41046,NA,0.32,0.58,0.52,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc case,3,PL,8781,1842,11,6928,0.47,12354,0.59,0.58,0.74,0.36,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,2,PL,3622,1063,6,2554,0.42,5511,0.53,0.68,0.89,0.28,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc case,3,PL,6725,1656,29,5039,0.36,10282,0.49,0.53,0.74,0.19,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,2,PL,2402,982,17,1403,0.29,4031,0.39,0.68,0.95,0.12,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc case,4,PL,11137,2214,17,8907,0.58,15025,0.63,0.56,0.72,0.37,1,18,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc case,4,PL,8443,1981,45,6417,0.43,12363,0.52,0.39,0.72,0.22,1,18,Poland
PL_GRedlarski-DistrictsSum,inc case,1,PL,576,163,138,275,0.29,885,0.35,0.53,0.94,0.01,1,17,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,3,PL,3312,808,11,2492,0.47,4835,0.57,0.59,0.82,0.33,1,17,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,3,PL,2431,770,29,1632,0.35,3801,0.46,0.53,0.76,0.14,1,17,Poland
MUNI-ARIMA,inc case,1,PL,532,491,19,21,0.42,360,0.25,0.94,1,0.05,1,17,Poland
PL_GRedlarski-DistrictsSum,inc case,2,PL,1033,242,207,585,0.33,1498,0.39,0.44,0.88,-0.08,1,16,Poland
epiforecasts-EpiExpert_Rt,inc case,3,PL,3464,679,568,2216,0.46,4999,0.59,0.5,0.69,-0.11,1,16,Poland
epiforecasts-EpiExpert_direct,inc case,2,PL,1568,255,15,1297,0.66,2090,0.72,0.27,0.6,0.55,1,15,Poland
MUNI-ARIMA,inc case,2,PL,1107,1002,75,30,0.55,946,0.39,1,1,-0.06,1,16,Poland
PL_GRedlarski-DistrictsSum,inc case,3,PL,1346,296,101,950,0.37,1964,0.46,0.47,0.87,-0.06,1,15,Poland
epiforecasts-EpiExpert_Rt,inc case,4,PL,3837,926,381,2530,0.53,5585,0.63,0.47,0.6,-0.08,1,15,Poland
epiforecasts-EpiExpert_direct,inc case,3,PL,2087,432,30,1626,0.84,3065,1,0.07,0.5,0.66,1,14,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,4,PL,2236,609,20,1607,0.6,3148,0.68,0.6,0.67,0.3,1,15,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,4,PL,1814,511,48,1255,0.48,2698,0.58,0.53,0.67,0.11,1,15,Poland
PL_GRedlarski-DistrictsSum,inc case,4,PL,1712,376,77,1259,0.44,2474,0.52,0.36,0.79,0.06,1,14,Poland
RobertWalraven-ESG,inc case,1,PL,993,768,17,208,1.17,9664,0.79,0.68,0.92,0.06,1,25,Poland
epiforecasts-EpiExpert_direct,inc case,4,PL,3171,662,37,2472,1.18,4502,1.29,0.08,0.23,0.63,1,13,Poland
MUNI-ARIMA,inc case,3,PL,1323,1217,87,20,0.6,870,0.34,1,1,-0.12,1,14,Poland
RobertWalraven-ESG,inc case,2,PL,1101,896,15,191,0.79,17798,0.63,0.67,0.75,0.04,1,24,Poland
MUNI-ARIMA,inc case,4,PL,1720,1605,109,6,0.72,825,0.28,1,1,-0.21,1,13,Poland
RobertWalraven-ESG,inc case,3,PL,1215,1017,23,175,0.76,22189,0.54,0.65,0.78,0.04,1,23,Poland
RobertWalraven-ESG,inc case,4,PL,1346,1159,36,151,0.84,23482,0.43,0.64,0.82,0.03,1,22,Poland
Karlen-pypm,inc case,1,PL,77,63,2,12,0.41,84,0.46,1,1,0.1,1,6,Poland
Karlen-pypm,inc case,2,PL,102,76,8,18,0.29,144,0.42,0.8,1,0.14,1,5,Poland
Karlen-pypm,inc case,3,PL,127,89,18,20,0.25,202,0.46,0.75,1,0.12,1,4,Poland
EuroCOVIDhub-baseline,inc death,1,PL,163,25,53,86,1,232,1,0.4,0.88,0.17,1,25,Poland
EuroCOVIDhub-ensemble,inc death,1,PL,67,53,7,7,0.38,76,0.32,0.72,1,0.08,1,25,Poland
EuroCOVIDhub-mean,inc death,1,PL,66,53,6,7,0.38,74,0.32,0.76,1,0.1,1,25,Poland
EuroCOVIDhub-median,inc death,1,PL,63,50,8,4,0.36,61,0.26,0.68,1,0.05,1,25,Poland
IEM_Health-CovidProject,inc death,1,PL,178,114,17,48,1,252,1.05,0.6,1,0.21,1,25,Poland
ILM-EKF,inc death,1,PL,80,66,8,5,0.47,83,0.37,0.88,1,0.04,1,25,Poland
ITWW-county_repro,inc death,1,PL,188,7,110,71,1.06,208,0.87,0.2,0.36,0.24,1,25,Poland
LANL-GrowthRate,inc death,1,PL,66,24,39,3,0.38,99,0.42,0.33,0.79,-0.24,1,24,Poland
MOCOS-agent1,inc death,1,PL,59,38,12,9,0.34,73,0.32,0.72,0.96,0.09,1,25,Poland
RobertWalraven-ESG,inc death,1,PL,146,27,35,85,0.87,196,0.85,0.52,0.8,0.12,1,25,Poland
USC-SIkJalpha,inc death,1,PL,146,56,21,69,0.87,135,0.63,0.28,0.36,0.43,1,25,Poland
epiforecasts-EpiExpert,inc death,1,PL,77,32,24,21,0.46,119,0.52,0.36,0.88,0.09,1,25,Poland
epiforecasts-EpiNow2,inc death,1,PL,125,66,21,38,0.73,166,0.72,0.52,0.96,0.07,1,25,Poland
EuroCOVIDhub-baseline,inc death,2,PL,322,50,97,176,1,448,1,0.46,0.71,0.2,1,24,Poland
EuroCOVIDhub-ensemble,inc death,2,PL,91,70,2,19,0.25,98,0.23,0.75,1,0.21,1,24,Poland
EuroCOVIDhub-mean,inc death,2,PL,90,70,1,19,0.25,96,0.23,0.75,1,0.25,1,24,Poland
EuroCOVIDhub-median,inc death,2,PL,85,65,6,14,0.24,108,0.25,0.71,1,0.11,1,24,Poland
IEM_Health-CovidProject,inc death,2,PL,309,167,26,116,0.87,467,1.03,0.46,0.96,0.34,1,24,Poland
ILM-EKF,inc death,2,PL,121,79,15,27,0.31,188,0.36,0.67,1,0.03,1,24,Poland
ITWW-county_repro,inc death,2,PL,275,11,115,150,0.7,310,0.61,0.12,0.29,0.22,1,24,Poland
Imperial-DeCa,inc death,1,PL,189,5,155,29,1.27,206,1.06,0.14,0.38,-0.31,1,21,Poland
Imperial-RtI0,inc death,1,PL,150,16,17,117,1.03,190,0.99,0.29,0.62,0.24,1,21,Poland
Imperial-sbkp,inc death,1,PL,168,10,9,149,1.1,197,1,0.14,0.62,0.22,1,21,Poland
LANL-GrowthRate,inc death,2,PL,119,36,79,5,0.3,176,0.34,0.26,0.83,-0.25,1,23,Poland
MIT_CovidAnalytics-DELPHI,inc death,2,PL,189,82,57,51,0.51,302,0.62,0.67,1,0.11,1,24,Poland
MOCOS-agent1,inc death,2,PL,74,45,22,7,0.21,97,0.23,0.62,0.96,-0.07,1,24,Poland
RobertWalraven-ESG,inc death,2,PL,282,33,96,153,0.78,350,0.74,0.46,0.62,0.12,1,24,Poland
USC-SIkJalpha,inc death,2,PL,142,70,18,55,0.41,193,0.42,0.38,0.46,0.38,1,24,Poland
epiforecasts-EpiExpert,inc death,2,PL,154,41,44,69,0.46,236,0.53,0.29,0.79,0.1,1,24,Poland
epiforecasts-EpiNow2,inc death,2,PL,194,68,27,100,0.48,271,0.53,0.33,0.83,0.06,1,24,Poland
EuroCOVIDhub-baseline,inc death,3,PL,494,70,144,281,1,670,1,0.35,0.61,0.25,1,23,Poland
EuroCOVIDhub-ensemble,inc death,3,PL,125,90,2,34,0.21,164,0.23,0.87,1,0.3,1,23,Poland
EuroCOVIDhub-mean,inc death,3,PL,123,88,1,34,0.21,160,0.23,0.78,1,0.33,1,23,Poland
EuroCOVIDhub-median,inc death,3,PL,106,80,4,22,0.16,152,0.19,0.83,1,0.16,1,23,Poland
IEM_Health-CovidProject,inc death,3,PL,488,233,43,212,0.86,747,1.04,0.43,0.91,0.43,1,23,Poland
ILM-EKF,inc death,3,PL,199,105,15,79,0.28,339,0.37,0.52,1,-0.01,1,23,Poland
ITWW-county_repro,inc death,3,PL,375,19,88,268,0.54,431,0.5,0.09,0.22,0.2,1,23,Poland
LANL-GrowthRate,inc death,3,PL,165,47,113,4,0.23,260,0.28,0.32,0.82,-0.21,1,22,Poland
MIT_CovidAnalytics-DELPHI,inc death,3,PL,271,103,99,69,0.43,425,0.52,0.7,0.91,0.08,1,23,Poland
MOCOS-agent1,inc death,3,PL,83,57,22,4,0.13,115,0.15,0.61,1,-0.18,1,23,Poland
RobertWalraven-ESG,inc death,3,PL,435,40,173,222,0.73,519,0.71,0.48,0.65,0.13,1,23,Poland
USC-SIkJalpha,inc death,3,PL,178,85,4,90,0.29,262,0.33,0.3,0.43,0.52,1,23,Poland
epiforecasts-EpiExpert,inc death,3,PL,226,52,58,116,0.41,332,0.46,0.26,0.78,0.32,1,23,Poland
epiforecasts-EpiNow2,inc death,3,PL,292,79,41,172,0.42,418,0.49,0.3,0.78,0.02,1,23,Poland
EuroCOVIDhub-baseline,inc death,4,PL,642,86,170,385,1,853,1,0.36,0.59,0.3,1,22,Poland
EuroCOVIDhub-ensemble,inc death,4,PL,188,115,2,71,0.23,287,0.28,0.64,1,0.38,1,22,Poland
EuroCOVIDhub-mean,inc death,4,PL,186,114,0,72,0.23,282,0.28,0.64,1,0.41,1,22,Poland
EuroCOVIDhub-median,inc death,4,PL,153,103,3,47,0.16,206,0.17,0.73,1,0.24,1,22,Poland
IEM_Health-CovidProject,inc death,4,PL,708,318,57,333,1.05,1079,1.2,0.36,0.77,0.46,1,22,Poland
ILM-EKF,inc death,4,PL,348,158,11,178,0.3,566,0.37,0.59,1,-0.07,1,22,Poland
ITWW-county_repro,inc death,4,PL,554,32,44,478,0.5,646,0.45,0.18,0.45,0.27,1,22,Poland
LANL-GrowthRate,inc death,4,PL,211,60,130,20,0.21,334,0.24,0.38,0.81,-0.09,1,21,Poland
MIT_CovidAnalytics-DELPHI,inc death,4,PL,368,121,147,99,0.45,562,0.5,0.59,0.82,0.07,1,22,Poland
MOCOS-agent1,inc death,4,PL,85,70,14,1,0.09,107,0.08,0.82,1,-0.24,1,22,Poland
RobertWalraven-ESG,inc death,4,PL,571,47,233,291,0.73,668,0.66,0.45,0.59,0.21,1,22,Poland
UMass-MechBayes,inc death,1,PL,80,63,4,13,0.45,92,0.43,0.73,1,0.06,1,22,Poland
USC-SIkJalpha,inc death,4,PL,252,117,1,133,0.26,354,0.27,0.36,0.41,0.6,1,22,Poland
epiforecasts-EpiExpert,inc death,4,PL,306,69,63,174,0.4,466,0.45,0.23,0.77,0.5,1,22,Poland
epiforecasts-EpiNow2,inc death,4,PL,417,104,39,274,0.4,600,0.43,0.32,0.77,-0.02,1,22,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,1,PL,50,35,5,10,0.35,67,0.35,0.71,1,0.17,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,1,PL,49,36,4,9,0.34,65,0.34,0.71,1,0.19,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc death,1,PL,46,34,6,7,0.33,63,0.33,0.67,1,0.15,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,1,PL,46,35,6,5,0.32,57,0.3,0.76,1,0.12,1,21,Poland
LANL-GrowthRate,inc death,5,PL,252,76,148,28,NA,378,NA,0.45,0.95,0.08,1,20,Poland
UMass-MechBayes,inc death,2,PL,84,64,1,19,0.24,98,0.22,0.86,1,0.15,1,21,Poland
USC-SIkJalpha,inc death,5,PL,375,161,2,212,NA,522,NA,0.33,0.57,0.44,1,21,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,PL,72,41,4,26,0.27,98,0.29,0.6,1,0.23,1,20,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,PL,65,34,10,21,0.24,104,0.3,0.6,1,0.12,1,20,Poland
LANL-GrowthRate,inc death,6,PL,322,91,153,78,NA,502,NA,0.37,0.95,0.3,1,19,Poland
UMass-MechBayes,inc death,3,PL,117,67,2,48,0.21,195,0.27,0.85,1,0.18,1,20,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,PL,90,50,0,39,0.23,122,0.25,0.74,1,0.29,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,PL,70,36,4,30,0.29,103,0.32,0.58,1,0.24,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,PL,70,37,5,29,0.18,102,0.2,0.68,1,0.14,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,PL,65,30,9,25,0.27,107,0.33,0.58,1,0.17,1,19,Poland
UMass-MechBayes,inc death,4,PL,200,83,1,116,0.27,331,0.32,0.58,1,0.27,1,19,Poland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,PL,116,60,0,56,0.24,198,0.3,0.61,1,0.41,1,18,Poland
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,PL,88,42,1,45,0.17,148,0.2,0.72,1,0.19,1,18,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,PL,71,31,0,40,0.25,102,0.28,0.71,1,0.32,1,17,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,PL,57,21,7,29,0.2,95,0.25,0.65,1,0.14,1,17,Poland
MUNI-ARIMA,inc death,1,PL,45,19,9,17,0.55,69,0.54,0.65,0.94,0.16,1,17,Poland
epiforecasts-EpiExpert_Rt,inc death,3,PL,76,25,45,6,0.32,121,0.39,0.19,0.44,-0.17,1,16,Poland
epiforecasts-EpiExpert_direct,inc death,2,PL,110,17,1,93,0.68,142,0.62,0.38,0.62,0.51,1,16,Poland
MUNI-ARIMA,inc death,2,PL,69,32,14,23,0.52,102,0.54,0.69,0.94,0.02,1,16,Poland
epiforecasts-EpiExpert_Rt,inc death,4,PL,67,23,38,6,0.28,85,0.26,0.2,0.6,-0.15,1,15,Poland
epiforecasts-EpiExpert_direct,inc death,3,PL,126,21,0,106,0.74,171,0.82,0.2,0.67,0.72,1,15,Poland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,4,PL,44,26,0,17,0.23,73,0.28,0.8,1,0.35,1,15,Poland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,4,PL,21,15,2,4,0.11,29,0.11,0.87,1,0.05,1,15,Poland
epiforecasts-EpiExpert_direct,inc death,4,PL,165,26,0,139,0.96,224,0.97,0.07,0.64,0.81,1,14,Poland
MUNI-ARIMA,inc death,3,PL,85,36,14,35,0.71,118,0.8,0.79,1,-0.08,1,14,Poland
MUNI-ARIMA,inc death,4,PL,101,43,13,44,0.86,132,0.86,0.77,0.92,-0.19,1,13,Poland
Karlen-pypm,inc death,1,PL,3,2,0,1,0.34,6,0.39,0.83,1,0.33,1,6,Poland
Karlen-pypm,inc death,2,PL,6,3,0,3,0.31,10,0.39,0.6,1,0.39,1,5,Poland
Karlen-pypm,inc death,3,PL,9,3,0,5,0.32,15,0.52,0.5,1,0.49,1,4,Poland
EuroCOVIDhub-baseline,inc case,1,PT,1002,412,432,157,1,1271,1,0.56,1,-0.14,1,25,Portugal
EuroCOVIDhub-ensemble,inc case,1,PT,753,383,210,160,0.8,1126,0.93,0.68,0.96,-0.16,1,25,Portugal
EuroCOVIDhub-mean,inc case,1,PT,761,377,219,165,0.8,1180,0.98,0.68,1,-0.18,1,25,Portugal
EuroCOVIDhub-median,inc case,1,PT,725,368,192,165,0.77,1090,0.9,0.56,0.92,-0.17,1,25,Portugal
IEM_Health-CovidProject,inc case,1,PT,829,381,207,241,0.85,1316,1.06,0.52,0.96,-0.07,1,25,Portugal
ILM-EKF,inc case,1,PT,954,446,189,319,1.02,1544,1.28,0.48,1,-0.17,1,25,Portugal
LANL-GrowthRate,inc case,1,PT,890,401,448,41,0.91,1468,1.17,0.46,0.92,-0.45,1,24,Portugal
USC-SIkJalpha,inc case,1,PT,1500,277,1001,223,1.54,1849,1.49,0.32,0.48,-0.22,1,25,Portugal
epiforecasts-EpiNow2,inc case,1,PT,823,367,157,299,0.86,1326,1.08,0.44,0.92,0.09,1,25,Portugal
EuroCOVIDhub-baseline,inc case,2,PT,1851,868,752,231,1,2448,1,0.67,1,-0.12,1,24,Portugal
EuroCOVIDhub-ensemble,inc case,2,PT,1469,623,411,435,0.85,2405,1.04,0.46,0.96,-0.2,1,24,Portugal
EuroCOVIDhub-mean,inc case,2,PT,1500,618,413,469,0.87,2408,1.04,0.42,0.96,-0.2,1,24,Portugal
EuroCOVIDhub-median,inc case,2,PT,1454,575,434,445,0.84,2428,1.05,0.42,0.92,-0.21,1,24,Portugal
IEM_Health-CovidProject,inc case,2,PT,1553,525,498,530,0.89,2467,1.05,0.33,0.88,-0.12,1,24,Portugal
