model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
LANL-GrowthRate,inc death,4,EE,8,2,1,5,0.86,12,0.81,0.3,0.65,0.09,1,23,Estonia
RobertWalraven-ESG,inc death,4,EE,7,1,2,3,0.64,9,0.57,0.54,0.75,-0.01,1,24,Estonia
UMass-MechBayes,inc death,1,EE,3,1,1,1,0.69,4,0.77,0.5,1,0.13,1,24,Estonia
USC-SIkJalpha,inc death,4,EE,5,2,0,2,0.49,6,0.37,0.46,0.71,0.21,1,24,Estonia
epiforecasts-EpiNow2,inc death,4,EE,7,3,0,3,0.61,10,0.58,0.68,0.91,0.17,1,22,Estonia
LANL-GrowthRate,inc death,5,EE,9,3,1,6,NA,13,NA,0.18,0.59,0.23,1,22,Estonia
UMass-MechBayes,inc death,2,EE,2,1,0,1,0.48,3,0.47,0.57,1,0.15,1,23,Estonia
USC-SIkJalpha,inc death,5,EE,7,3,1,3,NA,9,NA,0.43,0.52,0.15,1,23,Estonia
LANL-GrowthRate,inc death,6,EE,12,3,1,7,NA,17,NA,0.29,0.62,0.38,1,21,Estonia
UMass-MechBayes,inc death,3,EE,3,1,0,1,0.47,5,0.5,0.5,1,0.23,1,22,Estonia
UMass-MechBayes,inc death,4,EE,3,1,0,1,0.38,4,0.37,0.57,0.95,0.31,1,21,Estonia
MUNI-ARIMA,inc death,1,EE,2,1,1,1,0.94,4,1.15,0.53,1,-0.01,1,19,Estonia
MUNI-ARIMA,inc death,2,EE,3,1,1,1,1.04,6,1.14,0.44,0.89,0.02,1,18,Estonia
MUNI-ARIMA,inc death,3,EE,4,1,1,2,0.84,6,1,0.44,0.94,-0.02,1,16,Estonia
MUNI-ARIMA,inc death,4,EE,4,1,1,2,0.75,7,0.94,0.33,1,-0.01,1,15,Estonia
Karlen-pypm,inc death,1,EE,1,0,1,0,0.86,2,0.99,0.44,1,-0.22,1,9,Estonia
Karlen-pypm,inc death,2,EE,2,1,1,0,0.71,3,0.66,0.5,1,-0.25,1,8,Estonia
Karlen-pypm,inc death,3,EE,2,1,1,0,0.53,3,0.59,0.57,1,-0.13,1,7,Estonia
Karlen-pypm,inc death,4,EE,2,1,0,1,0.44,3,0.45,0.67,1,-0.07,1,6,Estonia
EuroCOVIDhub-baseline,inc hosp,1,EE,11,4,7,0,1,18,1,0.33,1,-0.57,1,6,Estonia
EuroCOVIDhub-baseline,inc hosp,2,EE,17,7,10,0,1,32,1,0,1,-0.68,1,5,Estonia
EuroCOVIDhub-baseline,inc hosp,3,EE,24,9,15,0,NA,45,NA,0.25,1,-0.7,1,4,Estonia
Karlen-pypm,inc hosp,1,EE,9,6,1,2,0.68,16,0.75,1,1,0.03,1,4,Estonia
EuroCOVIDhub-baseline,inc hosp,4,EE,31,10,20,0,NA,59,NA,0,1,-0.73,1,3,Estonia
Karlen-pypm,inc hosp,2,EE,21,11,0,10,1.06,32,0.91,0.67,1,0.3,1,3,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,10808,2662,4606,3541,1,15781,1,0.42,0.96,0.11,1,24,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,9827,4046,3054,2727,0.89,14230,0.89,0.67,0.92,-0.03,1,24,Spain
IEM_Health-CovidProject,inc case,1,ES,12286,3123,3862,5301,1.1,18987,1.18,0.21,0.88,0.18,1,24,Spain
ILM-EKF,inc case,1,ES,16690,1926,4002,10763,1.47,20435,1.24,0.48,0.7,0.22,1,23,Spain
LANL-GrowthRate,inc case,1,ES,14510,6138,6388,1984,1.22,20200,1.15,0.61,0.91,-0.36,1,23,Spain
USC-SIkJalpha,inc case,1,ES,14393,3845,6739,3809,1.32,17011,1.07,0.38,0.62,-0.17,1,24,Spain
epiforecasts-EpiNow2,inc case,1,ES,14034,8793,3047,2194,1.08,18998,1.04,0.74,1,-0.18,1,23,Spain
EuroCOVIDhub-baseline,inc case,2,ES,20389,5034,8908,6446,1,30086,1,0.39,0.96,0.07,1,23,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,21299,6743,7456,7101,1.05,31666,1.06,0.57,0.91,0.03,1,23,Spain
IEM_Health-CovidProject,inc case,2,ES,26899,4696,10085,12118,1.3,38043,1.26,0.17,0.61,0.19,1,23,Spain
ILM-EKF,inc case,2,ES,47374,4006,9347,34021,2.26,57641,1.85,0.23,0.45,0.24,1,22,Spain
LANL-GrowthRate,inc case,2,ES,24884,7909,11877,5098,1.19,35894,1.16,0.57,0.87,-0.3,1,23,Spain
USC-SIkJalpha,inc case,2,ES,27774,4967,13748,9060,1.36,34310,1.14,0.26,0.52,-0.14,1,23,Spain
epiforecasts-EpiNow2,inc case,2,ES,27652,15624,7353,4674,1.19,37886,1.15,0.68,0.95,-0.21,1,22,Spain
EuroCOVIDhub-baseline,inc case,3,ES,29041,6914,12836,9291,1,43124,1,0.45,0.91,0.09,1,22,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,36902,9813,11893,15196,1.32,53358,1.27,0.5,0.77,0.16,1,22,Spain
IEM_Health-CovidProject,inc case,3,ES,41863,6743,16183,18936,1.45,57836,1.35,0.18,0.45,0.21,1,22,Spain
ILM-EKF,inc case,3,ES,91669,7435,13832,70401,3.23,111177,2.62,0.23,0.45,0.26,1,22,Spain
LANL-GrowthRate,inc case,3,ES,33843,10229,18134,5481,1.11,44325,0.97,0.52,0.86,-0.24,1,21,Spain
UNED-PreCoV2,inc case,1,ES,11721,9649,1781,291,1.01,10052,0.61,0.91,1,-0.14,1,24,Spain
USC-SIkJalpha,inc case,3,ES,42810,6279,20666,15865,1.49,51600,1.21,0.27,0.5,-0.2,1,22,Spain
epiforecasts-EpiNow2,inc case,3,ES,42847,21103,12748,8996,1.34,60395,1.29,0.62,0.9,-0.21,1,21,Spain
EuroCOVIDhub-baseline,inc case,4,ES,34893,8438,14756,11699,1,51673,1,0.48,0.86,0.06,1,21,Spain
EuroCOVIDhub-ensemble,inc case,4,ES,56015,13353,14848,27814,1.71,79834,1.61,0.33,0.76,0.18,1,21,Spain
IEM_Health-CovidProject,inc case,4,ES,51740,9288,19836,22617,1.5,72589,1.42,0.19,0.48,0.14,1,21,Spain
ILM-EKF,inc case,4,ES,159490,13837,16693,128959,4.66,195913,3.78,0.1,0.45,0.34,1,20,Spain
LANL-GrowthRate,inc case,4,ES,37933,9553,22159,6221,1.03,48844,0.88,0.35,0.85,-0.22,1,20,Spain
UNED-PreCoV2,inc case,2,ES,23432,16725,4787,1920,1.08,26716,0.87,0.86,1,-0.04,1,22,Spain
USC-SIkJalpha,inc case,4,ES,58942,8241,27314,23387,1.73,69872,1.38,0.29,0.48,-0.2,1,21,Spain
epiforecasts-EpiNow2,inc case,4,ES,52367,21824,18036,12507,1.38,74505,1.34,0.6,0.9,-0.24,1,20,Spain
LANL-GrowthRate,inc case,5,ES,39510,8286,23965,7258,NA,52628,NA,0.42,0.79,-0.2,1,19,Spain
UNED-PreCoV2,inc case,3,ES,40483,27648,8169,4666,1.31,45858,1.02,0.7,1,0.03,1,20,Spain
USC-SIkJalpha,inc case,5,ES,47767,8618,32597,6552,NA,53873,NA,0.35,0.45,-0.24,1,20,Spain
LANL-GrowthRate,inc case,6,ES,39244,7691,24198,7355,NA,53116,NA,0.44,0.78,-0.23,1,18,Spain
UB-BSLCoV,inc case,1,ES,16806,4249,2556,10001,1.43,24831,1.46,0.5,0.89,0.11,1,18,Spain
MUNI-ARIMA,inc case,1,ES,16962,2148,11290,3524,1.4,22251,1.27,0.24,0.76,0.25,1,17,Spain
UB-BSLCoV,inc case,2,ES,57468,9390,7750,40327,2.52,78533,2.34,0.47,0.71,0.11,1,17,Spain
MUNI-ARIMA,inc case,2,ES,30028,4045,17858,8125,1.23,41239,1.16,0.19,0.56,0.18,1,16,Spain
UB-BSLCoV,inc case,3,ES,141887,22245,14140,105502,4.31,186904,3.85,0.38,0.69,0.2,1,16,Spain
RobertWalraven-ESG,inc case,1,ES,14118,2487,10175,1455,1.04,15359,0.91,0.38,0.88,-0.35,1,24,Spain
UB-BSLCoV,inc case,4,ES,318985,56254,20980,241751,7.99,427799,7.26,0.33,0.6,0.19,1,15,Spain
MUNI-ARIMA,inc case,3,ES,43152,6052,24496,12604,1.13,59783,1.07,0.21,0.64,0.15,1,14,Spain
RobertWalraven-ESG,inc case,2,ES,29221,2967,22640,3614,1.04,28606,0.89,0.26,0.74,-0.36,1,23,Spain
MUNI-ARIMA,inc case,4,ES,50542,7748,26593,16201,1.05,70069,1,0.31,0.54,0.08,1,13,Spain
RobertWalraven-ESG,inc case,3,ES,43225,3416,34084,5726,1.02,38442,0.83,0.32,0.68,-0.33,1,22,Spain
RobertWalraven-ESG,inc case,4,ES,54247,3770,43373,7104,0.99,46353,0.82,0.38,0.57,-0.3,1,21,Spain
Karlen-pypm,inc case,1,ES,21073,7791,508,12774,1.42,35858,1.67,0.11,1,0.37,1,9,Spain
Karlen-pypm,inc case,2,ES,62455,13523,399,48533,2.17,94542,2.1,0.25,0.75,0.47,1,8,Spain
Karlen-pypm,inc case,3,ES,140693,22216,237,118240,3.23,195614,2.85,0.14,0.43,0.51,1,7,Spain
Karlen-pypm,inc case,4,ES,255086,31058,114,223913,4.51,340012,3.81,0.17,0.33,0.63,1,6,Spain
EuroCOVIDhub-baseline,inc death,1,ES,176,60,45,71,1,229,1,0.59,1,0.07,1,27,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,139,51,52,35,0.78,200,0.93,0.52,0.96,0.16,1,27,Spain
IEM_Health-CovidProject,inc death,1,ES,135,50,41,44,0.8,200,0.94,0.59,0.85,0.18,1,27,Spain
ILM-EKF,inc death,1,ES,227,68,60,99,1.1,318,1.35,0.65,0.92,0.14,1,26,Spain
LANL-GrowthRate,inc death,1,ES,135,30,81,24,0.78,174,0.84,0.42,0.85,-0.05,1,26,Spain
RobertWalraven-ESG,inc death,1,ES,132,37,64,31,0.8,194,0.94,0.41,0.78,-0.08,1,27,Spain
USC-SIkJalpha,inc death,1,ES,173,24,92,57,1,208,0.97,0.33,0.41,0.01,1,27,Spain
epiforecasts-EpiNow2,inc death,1,ES,151,53,63,34,0.97,233,1.2,0.36,0.84,0.09,1,25,Spain
EuroCOVIDhub-baseline,inc death,2,ES,215,123,29,63,1,264,1,0.77,1,0.04,1,26,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,164,62,55,47,0.7,238,0.88,0.54,0.92,0.1,1,26,Spain
IEM_Health-CovidProject,inc death,2,ES,167,62,46,59,0.76,254,0.99,0.54,0.88,0.15,1,26,Spain
ILM-EKF,inc death,2,ES,321,88,63,171,1.14,459,1.45,0.44,0.92,0.21,1,25,Spain
LANL-GrowthRate,inc death,2,ES,149,35,88,26,0.65,198,0.76,0.44,0.88,-0.09,1,25,Spain
RobertWalraven-ESG,inc death,2,ES,160,44,91,25,0.79,234,0.94,0.42,0.73,-0.19,1,26,Spain
USC-SIkJalpha,inc death,2,ES,175,27,76,71,0.79,233,0.87,0.15,0.35,0.07,1,26,Spain
epiforecasts-EpiNow2,inc death,2,ES,188,76,87,25,0.92,256,1.04,0.5,0.88,-0.1,1,24,Spain
EuroCOVIDhub-baseline,inc death,3,ES,219,169,16,34,1,236,1,0.96,1,0.04,1,25,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,154,73,51,30,0.66,226,0.87,0.56,1,0.04,1,25,Spain
IEM_Health-CovidProject,inc death,3,ES,168,75,28,65,0.81,235,1.01,0.6,0.88,0.07,1,25,Spain
ILM-EKF,inc death,3,ES,330,95,74,161,1.15,468,1.47,0.5,0.83,0.23,1,24,Spain
LANL-GrowthRate,inc death,3,ES,163,38,103,21,0.64,223,0.77,0.42,0.88,-0.19,1,24,Spain
RobertWalraven-ESG,inc death,3,ES,185,49,122,14,0.87,264,1.06,0.44,0.68,-0.29,1,25,Spain
USC-SIkJalpha,inc death,3,ES,227,30,133,64,0.91,271,0.97,0.32,0.4,-0.18,1,25,Spain
epiforecasts-EpiNow2,inc death,3,ES,223,102,97,24,1.04,283,1.15,0.57,0.87,-0.1,1,23,Spain
EuroCOVIDhub-baseline,inc death,4,ES,271,205,17,50,1,325,1,0.92,1,0.08,1,24,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,176,95,30,51,0.64,244,0.75,0.67,0.96,0.08,1,24,Spain
IEM_Health-CovidProject,inc death,4,ES,199,88,42,69,0.78,300,0.98,0.38,0.88,0.11,1,24,Spain
ILM-EKF,inc death,4,ES,512,146,22,343,1.4,705,1.62,0.52,0.74,0.23,1,23,Spain
LANL-GrowthRate,inc death,4,ES,137,44,69,24,0.53,202,0.63,0.39,0.96,-0.2,1,23,Spain
RobertWalraven-ESG,inc death,4,ES,170,53,112,5,0.73,244,0.82,0.46,0.75,-0.37,1,24,Spain
UNED-PreCoV2,inc death,1,ES,132,119,5,9,1.17,169,0.86,0.96,1,0.1,1,27,Spain
USC-SIkJalpha,inc death,4,ES,162,37,60,66,0.58,213,0.62,0.33,0.58,-0.24,1,24,Spain
epiforecasts-EpiNow2,inc death,4,ES,235,140,69,27,0.94,259,0.91,0.73,0.91,-0.08,1,22,Spain
LANL-GrowthRate,inc death,5,ES,173,47,98,28,NA,249,NA,0.36,0.77,-0.18,1,22,Spain
UMass-MechBayes,inc death,1,ES,149,69,5,75,1.64,251,2.08,0.3,0.96,0.41,1,23,Spain
UNED-PreCoV2,inc death,2,ES,158,126,21,11,0.95,174,0.93,0.91,1,0.03,1,24,Spain
USC-SIkJalpha,inc death,5,ES,206,47,72,87,NA,259,NA,0.35,0.43,-0.07,1,23,Spain
LANL-GrowthRate,inc death,6,ES,179,44,113,22,NA,258,NA,0.33,0.76,-0.22,1,21,Spain
UMass-MechBayes,inc death,2,ES,171,85,0,85,1.39,266,1.63,0.5,0.95,0.37,1,22,Spain
UNED-PreCoV2,inc death,3,ES,186,131,41,14,0.98,253,1.24,0.82,1,-0.02,1,22,Spain
UMass-MechBayes,inc death,3,ES,223,120,5,98,1.41,313,1.6,0.48,0.95,0.38,1,21,Spain
UB-BSLCoV,inc death,1,ES,114,86,9,19,1.28,137,1.27,0.8,1,-0,1,20,Spain
UMass-MechBayes,inc death,4,ES,309,178,13,119,1.44,431,1.65,0.35,1,0.4,1,20,Spain
MUNI-ARIMA,inc death,1,ES,74,29,17,28,0.83,120,1.09,0.53,0.95,0.09,1,19,Spain
UB-BSLCoV,inc death,2,ES,199,146,20,34,1.53,236,1.58,0.84,1,-0.01,1,19,Spain
MUNI-ARIMA,inc death,2,ES,103,40,26,36,0.79,166,1.09,0.5,1,0.06,1,18,Spain
UB-BSLCoV,inc death,3,ES,328,246,31,51,2.13,354,2.13,0.72,1,-0.03,1,18,Spain
UB-BSLCoV,inc death,4,ES,563,430,48,85,2.93,502,2.3,0.65,1,-0.08,1,17,Spain
MUNI-ARIMA,inc death,3,ES,116,53,37,25,0.78,196,1.19,0.31,1,-0.01,1,16,Spain
MUNI-ARIMA,inc death,4,ES,137,64,51,22,0.74,220,1.02,0.6,1,-0.06,1,15,Spain
Karlen-pypm,inc death,1,ES,112,31,68,13,0.97,171,1.19,0.22,0.89,-0.28,1,9,Spain
Karlen-pypm,inc death,2,ES,173,40,105,29,0.97,263,1.22,0.25,0.62,-0.42,1,8,Spain
Karlen-pypm,inc death,3,ES,239,56,128,54,1.04,358,1.37,0.14,0.57,-0.47,1,7,Spain
Karlen-pypm,inc death,4,ES,364,86,153,125,1.16,589,1.6,0,0.67,-0.32,1,6,Spain
EuroCOVIDhub-baseline,inc hosp,1,ES,774,223,369,183,1,1200,1,0.17,1,0.2,1,6,Spain
EuroCOVIDhub-baseline,inc hosp,2,ES,931,415,204,312,1,1460,1,0.2,1,0.28,1,5,Spain
EuroCOVIDhub-baseline,inc hosp,3,ES,1099,588,98,413,NA,1829,NA,0.5,1,0.3,1,4,Spain
Karlen-pypm,inc hosp,1,ES,487,104,106,277,0.98,823,1.02,0,0.75,-0.32,1,4,Spain
EuroCOVIDhub-baseline,inc hosp,4,ES,1206,739,16,451,NA,1834,NA,0.67,1,0.3,1,3,Spain
Karlen-pypm,inc hosp,2,ES,712,122,78,513,0.76,1092,0.69,0,0.67,-0.17,1,3,Spain
EuroCOVIDhub-baseline,inc case,1,FI,389,46,168,175,1,536,1,0.19,0.74,0.13,1,27,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,289,140,47,102,0.73,445,0.82,0.56,0.93,0.1,1,27,Finland
IEM_Health-CovidProject,inc case,1,FI,293,127,43,123,0.74,478,0.88,0.56,0.89,0.15,1,27,Finland
ILM-EKF,inc case,1,FI,435,164,79,193,1.11,697,1.3,0.41,0.93,0.09,1,27,Finland
LANL-GrowthRate,inc case,1,FI,299,152,53,94,0.76,462,0.85,0.65,0.96,0.03,1,26,Finland
USC-SIkJalpha,inc case,1,FI,447,130,145,172,1.16,549,1.03,0.48,0.56,0.07,1,27,Finland
epiforecasts-EpiNow2,inc case,1,FI,379,173,62,143,0.98,615,1.15,0.56,0.81,0.13,1,27,Finland
EuroCOVIDhub-baseline,inc case,2,FI,611,87,244,279,1,855,1,0.19,0.69,0.1,1,26,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,506,205,90,211,0.82,772,0.9,0.5,0.85,0.1,1,26,Finland
IEM_Health-CovidProject,inc case,2,FI,546,185,91,270,0.89,840,0.98,0.38,0.85,0.18,1,26,Finland
ILM-EKF,inc case,2,FI,821,259,135,427,1.39,1244,1.49,0.35,0.81,0.1,1,26,Finland
LANL-GrowthRate,inc case,2,FI,513,199,122,192,0.84,797,0.92,0.44,0.92,0.07,1,25,Finland
USC-SIkJalpha,inc case,2,FI,612,156,150,305,0.99,743,0.87,0.42,0.58,-0.05,1,26,Finland
epiforecasts-EpiNow2,inc case,2,FI,790,350,102,338,1.33,1196,1.42,0.38,0.81,0.13,1,26,Finland
EuroCOVIDhub-baseline,inc case,3,FI,851,116,352,383,1,1154,1,0.24,0.64,0.18,1,25,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,880,288,164,428,1.06,1433,1.28,0.28,0.76,0.13,1,25,Finland
IEM_Health-CovidProject,inc case,3,FI,937,268,180,489,1.12,1497,1.32,0.16,0.72,0.19,1,25,Finland
ILM-EKF,inc case,3,FI,1384,395,214,775,1.75,2087,1.91,0.32,0.76,0.08,1,25,Finland
LANL-GrowthRate,inc case,3,FI,844,249,228,368,1,1369,1.19,0.29,0.75,0.09,1,24,Finland
USC-SIkJalpha,inc case,3,FI,1135,184,344,607,1.41,1316,1.18,0.36,0.4,-0.05,1,25,Finland
epiforecasts-EpiNow2,inc case,3,FI,1510,671,166,674,1.9,2143,1.94,0.24,0.72,0.11,1,25,Finland
EuroCOVIDhub-baseline,inc case,4,FI,1088,137,470,481,1,1467,1,0.12,0.54,0.19,1,24,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,1201,388,249,564,1.15,1856,1.33,0.33,0.71,0.12,1,24,Finland
IEM_Health-CovidProject,inc case,4,FI,1310,369,307,634,1.23,1983,1.39,0.17,0.58,0.17,1,24,Finland
ILM-EKF,inc case,4,FI,2016,575,320,1120,2.08,3042,2.28,0.29,0.71,0.05,1,24,Finland
LANL-GrowthRate,inc case,4,FI,1090,283,375,431,1.03,1713,1.18,0.17,0.7,0.14,1,23,Finland
USC-SIkJalpha,inc case,4,FI,1526,233,418,875,1.52,1857,1.33,0.29,0.33,0.03,1,24,Finland
epiforecasts-EpiNow2,inc case,4,FI,2454,1166,258,1030,2.52,3323,2.46,0.21,0.67,0.1,1,24,Finland
LANL-GrowthRate,inc case,5,FI,1254,288,525,440,NA,1886,NA,0.18,0.73,0.16,1,22,Finland
USC-SIkJalpha,inc case,5,FI,1703,295,613,795,NA,2021,NA,0.3,0.35,-0.01,1,23,Finland
LANL-GrowthRate,inc case,6,FI,1337,289,655,392,NA,1950,NA,0.19,0.71,0.13,1,21,Finland
MUNI-ARIMA,inc case,1,FI,329,73,124,132,0.84,505,0.93,0.26,0.79,-0.05,1,19,Finland
MUNI-ARIMA,inc case,2,FI,374,127,159,88,0.61,606,0.7,0.28,0.89,-0.12,1,18,Finland
RobertWalraven-ESG,inc case,1,FI,497,67,269,160,1.16,609,1.13,0.22,0.48,-0.18,1,27,Finland
MUNI-ARIMA,inc case,3,FI,659,183,302,173,0.72,1127,0.92,0.12,0.81,-0.11,1,16,Finland
RobertWalraven-ESG,inc case,2,FI,791,81,523,187,1.19,960,1.12,0.19,0.42,-0.32,1,26,Finland
MUNI-ARIMA,inc case,4,FI,899,232,452,214,0.78,1446,0.93,0.27,0.8,-0.18,1,15,Finland
RobertWalraven-ESG,inc case,3,FI,1171,91,893,187,1.23,1343,1.15,0.12,0.36,-0.36,1,25,Finland
RobertWalraven-ESG,inc case,4,FI,1473,98,1259,117,1.18,1628,1.11,0.21,0.38,-0.46,1,24,Finland
Karlen-pypm,inc case,1,FI,585,400,51,134,0.91,856,0.93,0.75,1,0.01,1,8,Finland
Karlen-pypm,inc case,2,FI,1008,547,115,346,1.02,1478,1.03,0.43,1,0.04,1,7,Finland
Karlen-pypm,inc case,3,FI,1631,744,118,768,1.15,2693,1.36,0.33,1,0.24,1,6,Finland
Karlen-pypm,inc case,4,FI,2523,972,237,1315,1.35,3986,1.56,0.2,0.8,0.34,1,5,Finland
EuroCOVIDhub-baseline,inc death,1,FI,3,1,1,1,1,5,1,0.41,1,0.19,1,27,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,2,1,1,0,0.77,3,0.67,0.7,0.96,0.11,1,27,Finland
IEM_Health-CovidProject,inc death,1,FI,3,1,1,1,0.93,4,0.9,0.59,0.93,0.03,1,27,Finland
ILM-EKF,inc death,1,FI,4,3,0,0,1.27,4,0.85,0.81,1,0.14,1,27,Finland
LANL-GrowthRate,inc death,1,FI,3,1,1,1,0.93,4,0.93,0.46,0.92,0.18,1,26,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,2,0,0.94,4,0.84,0.59,0.85,-0.03,1,27,Finland
USC-SIkJalpha,inc death,1,FI,3,1,1,1,1.05,4,0.93,0.3,0.48,0.11,1,27,Finland
epiforecasts-EpiNow2,inc death,1,FI,3,1,0,1,0.8,4,0.74,0.7,1,0.16,1,27,Finland
EuroCOVIDhub-baseline,inc death,2,FI,4,2,1,1,1,6,1,0.38,1,0.1,1,26,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,1,1,1,0.77,4,0.71,0.54,0.96,0.12,1,26,Finland
IEM_Health-CovidProject,inc death,2,FI,4,1,1,1,1.07,6,0.99,0.5,0.81,-0.05,1,26,Finland
ILM-EKF,inc death,2,FI,4,3,0,1,1.16,4,0.69,0.73,1,0.17,1,26,Finland
LANL-GrowthRate,inc death,2,FI,3,1,1,1,0.97,5,0.88,0.52,0.92,0.09,1,25,Finland
RobertWalraven-ESG,inc death,2,FI,4,1,2,1,1.01,5,0.9,0.46,0.81,-0.07,1,26,Finland
USC-SIkJalpha,inc death,2,FI,3,1,1,1,0.92,4,0.74,0.35,0.5,0.02,1,26,Finland
epiforecasts-EpiNow2,inc death,2,FI,3,2,0,1,0.82,4,0.72,0.54,0.96,0.19,1,26,Finland
EuroCOVIDhub-baseline,inc death,3,FI,4,2,1,1,1,7,1,0.6,1,0.06,1,25,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,3,2,1,1,0.71,4,0.65,0.6,0.96,0.13,1,25,Finland
IEM_Health-CovidProject,inc death,3,FI,5,2,1,2,1.19,7,1.17,0.44,0.92,-0.05,1,25,Finland
ILM-EKF,inc death,3,FI,5,4,0,1,1.16,5,0.73,0.72,1,0.19,1,25,Finland
LANL-GrowthRate,inc death,3,FI,4,1,1,2,0.96,6,0.9,0.54,0.88,0.1,1,24,Finland
RobertWalraven-ESG,inc death,3,FI,3,1,2,1,0.88,5,0.85,0.48,0.92,-0.15,1,25,Finland
USC-SIkJalpha,inc death,3,FI,3,1,1,1,0.82,5,0.73,0.28,0.48,0.14,1,25,Finland
epiforecasts-EpiNow2,inc death,3,FI,4,2,0,1,0.91,5,0.8,0.56,0.96,0.21,1,25,Finland
EuroCOVIDhub-baseline,inc death,4,FI,4,3,0,1,1,6,1,0.71,1,0.06,1,24,Finland
EuroCOVIDhub-ensemble,inc death,4,FI,3,2,0,1,0.68,4,0.58,0.79,0.96,0.11,1,24,Finland
IEM_Health-CovidProject,inc death,4,FI,6,3,1,2,1.57,9,1.54,0.5,0.88,-0.05,1,24,Finland
ILM-EKF,inc death,4,FI,5,4,0,1,1.31,6,0.95,0.75,1,0.18,1,24,Finland
LANL-GrowthRate,inc death,4,FI,4,1,1,1,0.97,6,0.96,0.43,0.87,0.17,1,23,Finland
RobertWalraven-ESG,inc death,4,FI,3,1,2,0,0.85,6,0.94,0.58,0.96,-0.22,1,24,Finland
UMass-MechBayes,inc death,1,FI,2,1,1,0,0.7,3,0.69,0.75,0.96,0.04,1,24,Finland
USC-SIkJalpha,inc death,4,FI,3,1,1,1,0.66,4,0.63,0.46,0.67,0.02,1,24,Finland
epiforecasts-EpiNow2,inc death,4,FI,5,3,0,2,1.19,6,1.03,0.54,1,0.24,1,24,Finland
LANL-GrowthRate,inc death,5,FI,5,1,1,2,NA,7,NA,0.23,0.86,0.28,1,22,Finland
UMass-MechBayes,inc death,2,FI,2,1,1,1,0.78,4,0.77,0.57,1,0.1,1,23,Finland
USC-SIkJalpha,inc death,5,FI,3,1,1,1,NA,4,NA,0.43,0.61,0,1,23,Finland
LANL-GrowthRate,inc death,6,FI,5,2,1,3,NA,8,NA,0.19,0.67,0.32,1,21,Finland
UMass-MechBayes,inc death,3,FI,3,1,1,1,0.8,4,0.78,0.59,0.95,0.11,1,22,Finland
UMass-MechBayes,inc death,4,FI,4,2,1,1,1.03,6,1.05,0.57,0.95,0.15,1,21,Finland
MUNI-ARIMA,inc death,1,FI,3,1,1,1,1.02,4,1.01,0.68,0.84,0.15,1,19,Finland
MUNI-ARIMA,inc death,2,FI,3,1,1,1,0.92,5,0.85,0.44,1,0.1,1,18,Finland
MUNI-ARIMA,inc death,3,FI,3,1,1,1,0.79,4,0.7,0.69,1,0.02,1,16,Finland
MUNI-ARIMA,inc death,4,FI,3,1,1,1,0.81,4,0.78,0.67,1,0.01,1,15,Finland
Karlen-pypm,inc death,1,FI,2,1,1,0,0.88,3,0.77,0.62,1,0.06,1,8,Finland
Karlen-pypm,inc death,2,FI,2,1,1,0,0.66,4,0.7,0.71,1,-0.11,1,7,Finland
Karlen-pypm,inc death,3,FI,3,1,1,0,0.69,5,0.62,0.67,1,-0.05,1,6,Finland
Karlen-pypm,inc death,4,FI,3,2,1,0,0.6,5,0.55,0.6,1,-0.28,1,5,Finland
EuroCOVIDhub-baseline,inc case,1,FR,22718,3432,10181,9106,1,32406,1,0.16,0.92,0.06,1,25,France
EuroCOVIDhub-ensemble,inc case,1,FR,16542,7710,4442,4391,0.75,26342,0.8,0.48,0.96,0.05,1,25,France
IEM_Health-CovidProject,inc case,1,FR,25018,11457,4924,8636,1.19,39954,1.27,0.4,0.84,0.2,1,25,France
ILM-EKF,inc case,1,FR,24721,4678,9345,10698,1.15,34324,1.06,0.44,0.64,-0.01,1,25,France
LANL-GrowthRate,inc case,1,FR,22420,13808,6776,1836,0.9,34500,0.95,0.67,1,-0.3,1,24,France
USC-SIkJalpha,inc case,1,FR,23073,5376,7827,9871,1.09,33828,1.06,0.24,0.44,0.27,1,25,France
epiforecasts-EpiNow2,inc case,1,FR,28663,16307,4796,7560,1.44,45910,1.49,0.48,0.96,0.06,1,25,France
EuroCOVIDhub-baseline,inc case,2,FR,31911,6886,12140,12885,1,48820,1,0.29,0.96,0,1,24,France
